0	22	20
1	60	43
2	25	24
3	31	27
4	35	33
5	28	28
6	69	69
7	43	40
8	26	25
9	60	43
10	37	37
11	22	22
12	30	30
13	16	15
14	29	27
15	22	22
16	31	31
17	33	33
18	4	2
19	0	0
20	5	3
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	1	1
27	0	0
28	0	0
29	0	0
30	0	0
31	1	1
32	0	0
33	2	2
34	0	0
35	0	0
36	2	2
37	6	6
38	0	0
39	0	0
40	0	0
41	0	0
42	0	0
43	0	0
44	0	0
45	0	0
46	0	0
47	32	32
48	0	0
49	2	2
50	2	2
51	0	0
52	1	1
53	0	0
54	0	0
55	0	0
56	1	1
57	0	0
58	0	0
59	5	2
60	0	0
61	0	0
62	0	0
63	0	0
64	0	0
65	0	0
66	1	1
67	0	0
68	0	0
69	0	0
70	0	0
71	2	2
72	0	0
73	16	15
74	0	0
75	1	1
76	0	0
77	0	0
78	0	0
79	1	1
80	0	0
81	0	0
82	31	25
83	1	1
84	0	0
85	0	0
86	0	0
87	0	0
88	0	0
89	0	0
90	0	0
91	0	0
92	2	1
93	2	2
94	0	0
95	0	0
96	16	16
97	0	0
98	0	0
99	2	1
100	0	0
101	0	0
102	0	0
103	40	33
104	0	0
105	5	5
106	0	0
107	26	26
108	1	1
109	0	0
110	5	5
111	0	0
112	0	0
113	2	1
114	0	0
115	2	2
116	0	0
117	0	0
118	1	1
119	0	0
120	4	1
121	0	0
122	0	0
123	3	3
124	0	0
125	0	0
126	1	1
127	1	1
128	0	0
129	36	36
130	5	5
131	0	0
132	0	0
133	0	0
134	0	0
135	4	4
136	0	0
137	0	0
138	3	3
139	0	0
140	0	0
141	29	29
142	1	1
143	0	0
144	30	30
145	1	1
146	1	1
147	0	0
148	0	0
149	0	0
150	2	2
151	1	1
152	0	0
153	0	0
154	0	0
155	5	4
156	0	0
157	3	2
158	0	0
159	0	0
160	0	0
161	16	15
162	28	28
163	0	0
164	0	0
165	3	3
166	0	0
167	0	0
168	0	0
169	0	0
170	0	0
171	0	0
172	1	1
173	5	5
174	0	0
175	5	5
176	0	0
177	2	1
178	0	0
179	0	0
180	0	0
181	6	3
182	0	0
183	3	2
184	0	0
185	0	0
186	0	0
187	2	2
188	0	0
189	0	0
190	0	0
191	0	0
192	0	0
193	1	1
194	0	0
195	1	1
196	0	0
197	1	1
198	1	1
199	0	0
200	22	22
201	0	0
202	1	1
203	1	1
204	0	0
205	4	4
206	0	0
207	0	0
208	2	1
209	1	1
210	0	0
211	1	1
212	2	1
213	0	0
214	3	2
215	0	0
216	5	3
217	25	24
218	0	0
219	3	3
220	1	1
221	0	0
222	0	0
223	1	1
224	0	0
225	0	0
226	0	0
227	0	0
228	1	1
229	0	0
230	0	0
231	9	9
232	0	0
233	0	0
234	0	0
235	46	24
236	0	0
237	0	0
238	0	0
239	0	0
240	1	1
241	0	0
242	0	0
243	0	0
244	0	0
245	0	0
246	2	1
247	3	1
248	0	0
249	1	1
250	0	0
251	3	3
252	0	0
253	0	0
254	16	15
255	0	0
256	0	0
257	0	0
258	0	0
259	0	0
260	0	0
261	0	0
262	0	0
263	0	0
264	1	1
265	0	0
266	1	1
267	0	0
268	0	0
269	1	1
270	0	0
271	1	1
272	2	1
273	4	3
274	0	0
275	1	1
276	1	1
277	0	0
278	0	0
279	2	1
280	4	2
281	16	15
282	5	3
283	3	3
284	2	2
285	2	2
286	0	0
287	1	1
288	1	1
289	6	2
290	0	0
291	0	0
292	0	0
293	0	0
294	0	0
295	22	22
296	0	0
297	5	4
298	1	1
299	0	0
300	26	26
301	3	2
302	6	6
303	0	0
304	3	2
305	0	0
306	0	0
307	0	0
308	35	22
309	4	2
310	16	15
311	0	0
312	0	0
313	5	5
314	0	0
315	0	0
316	1	1
317	0	0
318	0	0
319	0	0
320	0	0
321	0	0
322	1	1
323	0	0
324	0	0
325	1	1
326	0	0
327	0	0
328	0	0
329	5	4
330	0	0
331	0	0
332	3	3
333	0	0
334	0	0
335	0	0
336	0	0
337	2	1
338	3	3
339	0	0
340	0	0
341	0	0
342	0	0
343	0	0
344	0	0
345	0	0
346	0	0
347	0	0
348	28	18
349	0	0
350	25	25
351	2	2
352	6	6
353	0	0
354	1	1
355	16	15
356	40	33
357	1	1
358	0	0
359	0	0
360	4	3
361	16	15
362	0	0
363	31	31
364	16	15
365	0	0
366	0	0
367	3	2
368	0	0
369	0	0
370	0	0
371	5	5
372	0	0
373	0	0
374	0	0
375	0	0
376	0	0
377	0	0
378	0	0
379	3	3
380	2	2
381	0	0
382	0	0
383	0	0
384	0	0
385	0	0
386	0	0
387	0	0
388	0	0
389	0	0
390	16	15
391	0	0
392	0	0
393	0	0
394	1	1
395	0	0
396	0	0
397	1	1
398	0	0
399	0	0
400	0	0
401	0	0
402	0	0
403	0	0
404	1	1
405	0	0
406	0	0
407	2	2
408	6	2
409	0	0
410	0	0
411	0	0
412	0	0
413	28	28
414	1	1
415	0	0
416	0	0
417	1	1
418	0	0
419	1	1
420	2	2
421	0	0
422	0	0
423	0	0
424	0	0
425	0	0
426	0	0
427	0	0
428	22	22
429	1	1
430	0	0
431	2	2
432	0	0
433	0	0
434	3	3
435	3	1
436	4	4
437	0	0
438	1	1
439	2	2
440	0	0
441	3	3
442	1	1
443	0	0
444	5	1
445	4	2
446	1	1
447	0	0
448	4	2
449	7	3
450	0	0
451	0	0
452	0	0
453	1	1
454	0	0
455	2	2
456	1	1
457	0	0
458	1	1
459	0	0
460	0	0
461	0	0
462	0	0
463	4	4
464	2	1
465	1	1
466	0	0
467	7	7
468	22	22
469	0	0
470	0	0
471	0	0
472	0	0
473	0	0
474	0	0
475	0	0
476	2	1
477	0	0
478	0	0
479	4	3
480	0	0
481	2	2
482	8	2
483	0	0
484	0	0
485	0	0
486	0	0
487	2	2
488	0	0
489	0	0
490	0	0
491	0	0
492	3	2
493	1	1
494	0	0
495	0	0
496	0	0
497	0	0
498	1	1
499	3	3
500	3	2
501	0	0
502	0	0
503	0	0
504	0	0
505	0	0
506	16	15
507	0	0
508	0	0
509	0	0
510	0	0
511	0	0
512	0	0
513	32	32
514	0	0
515	2	2
516	0	0
517	0	0
518	1	1
519	1	1
520	1	1
521	4	3
522	1	1
523	2	1
524	0	0
525	0	0
526	0	0
527	0	0
528	0	0
529	0	0
530	2	1
531	14	13
532	0	0
533	0	0
534	0	0
535	0	0
536	3	1
537	0	0
538	3	2
539	9	9
540	22	22
541	16	15
542	0	0
543	0	0
544	0	0
545	0	0
546	7	7
547	0	0
548	22	22
549	0	0
550	0	0
551	0	0
552	6	6
553	0	0
554	0	0
555	0	0
556	0	0
557	0	0
558	0	0
559	0	0
560	0	0
561	0	0
562	0	0
563	26	26
564	0	0
565	1	1
566	0	0
567	0	0
568	0	0
569	2	2
570	4	4
571	0	0
572	3	2
573	0	0
574	0	0
575	1	1
576	1	1
577	25	25
578	3	3
579	2	2
580	0	0
581	1	1
582	6	4
583	0	0
584	0	0
585	0	0
586	0	0
587	0	0
588	0	0
589	0	0
590	0	0
591	1	1
592	0	0
593	1	1
594	0	0
595	5	3
596	1	1
597	1	1
598	4	4
599	5	3
600	0	0
601	0	0
602	3	3
603	1	1
604	4	4
605	40	33
606	0	0
607	0	0
608	1	1
609	2	1
610	1	1
611	0	0
612	0	0
613	2	2
614	0	0
615	0	0
616	0	0
617	1	1
618	6	6
619	3	2
620	5	3
621	3	1
622	0	0
623	0	0
624	40	33
625	0	0
626	2	1
627	0	0
628	1	1
629	0	0
630	6	6
631	0	0
632	0	0
633	3	3
634	5	5
635	15	15
636	2	2
637	3	3
638	0	0
639	0	0
640	1	1
641	0	0
642	0	0
643	0	0
644	13	12
645	1	1
646	0	0
647	0	0
648	4	3
649	0	0
650	0	0
651	0	0
652	8	5
653	2	1
654	1	1
655	0	0
656	0	0
657	0	0
658	0	0
659	4	3
660	2	2
661	6	6
662	16	15
663	0	0
664	29	28
665	3	1
666	0	0
667	0	0
668	2	2
669	25	24
670	0	0
671	0	0
672	0	0
673	0	0
674	0	0
675	0	0
676	2	1
677	0	0
678	1	1
679	3	3
680	0	0
681	1	1
682	0	0
683	0	0
684	40	33
685	1	1
686	0	0
687	0	0
688	1	1
689	0	0
690	0	0
691	0	0
692	0	0
693	0	0
694	0	0
695	3	3
696	2	2
697	0	0
698	0	0
699	0	0
700	2	2
701	16	15
702	0	0
703	0	0
704	0	0
705	2	2
706	1	1
707	0	0
708	0	0
709	0	0
710	0	0
711	0	0
712	3	1
713	1	1
714	0	0
715	0	0
716	0	0
717	4	4
718	0	0
719	0	0
720	0	0
721	5	4
722	2	2
723	0	0
724	1	1
725	0	0
726	0	0
727	1	1
728	0	0
729	48	48
730	40	33
731	0	0
732	0	0
733	0	0
734	0	0
735	2	2
736	0	0
737	0	0
738	0	0
739	0	0
740	3	3
741	4	4
742	0	0
743	0	0
744	0	0
745	0	0
746	1	1
747	1	1
748	0	0
749	1	1
750	2	2
751	2	1
752	16	15
753	0	0
754	0	0
755	0	0
756	1	1
757	1	1
758	0	0
759	1	1
760	1	1
761	0	0
762	0	0
763	0	0
764	1	1
765	1	1
766	0	0
767	0	0
768	1	1
769	0	0
770	0	0
771	1	1
772	0	0
773	3	1
774	2	2
