0	138	101
1	194	104
2	176	107
3	159	100
4	155	100
5	137	108
6	154	115
7	116	99
8	144	104
9	175	102
10	131	105
11	167	106
12	127	100
13	165	99
14	136	97
15	131	99
16	140	109
17	125	96
18	4	2
19	0	0
20	15	13
21	0	0
22	0	0
23	0	0
24	2	2
25	2	2
26	3	2
27	2	2
28	0	0
29	1	1
30	2	1
31	4	3
32	5	5
33	32	32
34	0	0
35	0	0
36	5	4
37	24	10
38	0	0
39	0	0
40	0	0
41	3	3
42	0	0
43	5	3
44	4	4
45	3	3
46	0	0
47	86	82
48	1	1
49	4	4
50	11	10
51	0	0
52	3	3
53	0	0
54	0	0
55	0	0
56	6	3
57	0	0
58	49	37
59	8	3
60	3	3
61	0	0
62	8	1
63	0	0
64	1	1
65	0	0
66	1	1
67	3	3
68	0	0
69	1	1
70	0	0
71	8	2
72	8	4
73	75	69
74	0	0
75	4	4
76	0	0
77	0	0
78	1	1
79	4	3
80	0	0
81	9	2
82	91	75
83	1	1
84	0	0
85	2	1
86	101	91
87	0	0
88	0	0
89	0	0
90	0	0
91	0	0
92	2	1
93	3	3
94	2	1
95	0	0
96	18	18
97	0	0
98	1	1
99	10	3
100	1	1
101	2	2
102	1	1
103	96	63
104	0	0
105	22	16
106	6	5
107	50	34
108	19	15
109	0	0
110	64	49
111	0	0
112	0	0
113	3	1
114	0	0
115	12	10
116	0	0
117	0	0
118	5	5
119	3	3
120	4	1
121	0	0
122	0	0
123	7	6
124	0	0
125	0	0
126	3	3
127	3	3
128	1	1
129	101	76
130	13	11
131	0	0
132	0	0
133	0	0
134	0	0
135	4	4
136	1	1
137	1	1
138	9	8
139	0	0
140	53	47
141	58	53
142	4	4
143	0	0
144	113	89
145	2	1
146	7	7
147	0	0
148	2	2
149	0	0
150	7	7
151	3	3
152	6	6
153	2	1
154	0	0
155	6	5
156	0	0
157	5	3
158	4	2
159	0	0
160	0	0
161	74	68
162	98	80
163	0	0
164	0	0
165	6	6
166	0	0
167	0	0
168	0	0
169	0	0
170	18	18
171	0	0
172	5	2
173	15	14
174	3	3
175	6	6
176	0	0
177	5	4
178	0	0
179	0	0
180	1	1
181	8	3
182	5	3
183	7	2
184	0	0
185	0	0
186	14	14
187	4	4
188	2	2
189	2	1
190	45	43
191	0	0
192	5	5
193	1	1
194	0	0
195	26	17
196	3	1
197	4	4
198	14	3
199	2	2
200	102	81
201	1	1
202	66	58
203	6	6
204	0	0
205	20	8
206	4	4
207	0	0
208	10	5
209	1	1
210	0	0
211	9	1
212	5	1
213	0	0
214	7	3
215	6	6
216	9	3
217	106	77
218	0	0
219	11	11
220	1	1
221	0	0
222	0	0
223	1	1
224	16	16
225	1	1
226	0	0
227	0	0
228	7	4
229	1	1
230	1	1
231	35	32
232	3	2
233	5	5
234	0	0
235	101	56
236	0	0
237	0	0
238	0	0
239	0	0
240	7	1
241	0	0
242	1	1
243	0	0
244	0	0
245	0	0
246	6	2
247	12	5
248	0	0
249	5	5
250	2	1
251	98	56
252	0	0
253	0	0
254	54	52
255	0	0
256	22	22
257	0	0
258	0	0
259	1	1
260	0	0
261	0	0
262	1	1
263	0	0
264	3	3
265	4	2
266	2	2
267	0	0
268	21	21
269	1	1
270	1	1
271	1	1
272	5	1
273	9	4
274	0	0
275	2	2
276	6	4
277	0	0
278	0	0
279	6	2
280	15	5
281	81	68
282	16	12
283	12	11
284	5	5
285	3	3
286	0	0
287	1	1
288	5	2
289	6	2
290	0	0
